Variable,Importancia
hora,0.49006263573344283
wind_direction_10m,0.3058272271573436
wind_speed_10m,0.0833652011117425
relative_humidity,0.04188930826809078
dni,0.022195888789194332
dia_semana,0.01682683535423223
air_temp,0.015660313677189976
gti,0.010595147893058715
ghi,0.007880229271573764
mes,0.004173040337616534
es_fin_semana,0.001524172406514799
power (kW),0.0
eToday (kWh),0.0
eTotal (kWh),0.0
