Variable,Importancia
hora,0.4737645091272956
wind_direction_10m,0.37689681559104404
relative_humidity,0.03681727231247151
dia_semana,0.02958899846018138
gti,0.02523744607323729
wind_speed_10m,0.021954974011238776
ghi,0.012309547631989144
air_temp,0.010178514912413658
dni,0.009470267913736027
mes,0.0022224883212784213
es_fin_semana,0.0015591656451142757
power (kW),0.0
eToday (kWh),0.0
eTotal (kWh),0.0
