fecha_hora,Real,ARIMA,Prophet,Random Forest
2024-09-07 04:00:00,0.0,1.044e-320,17.308896275795867,0.0
2024-09-07 04:05:00,0.0,1.0326e-320,15.649666292346488,0.0
2024-09-07 04:10:00,0.0,1.0365e-320,13.87444995574991,0.0
2024-09-07 04:15:00,0.0,1.036e-320,12.005136527350063,0.0
2024-09-07 04:20:00,0.0,1.039e-320,10.065969656314339,0.0
2024-09-07 04:25:00,0.0,1.0395e-320,8.08344486278473,0.0
2024-09-07 04:30:00,0.0,1.04e-320,6.0861880284511205,0.0
2024-09-07 04:35:00,0.0,1.04e-320,4.104815520449458,0.0
2024-09-07 04:40:00,0.0,1.04e-320,2.171776792857272,0.0
2024-09-07 04:45:00,0.0,1.04e-320,0.32118039413175087,0.0
2024-09-07 04:50:00,0.0,1.04e-320,-1.4113955086444667,0.0
2024-09-07 04:55:00,0.0,1.04e-320,-2.9891069182256844,0.0
2024-09-07 05:00:00,0.0,1.04e-320,-4.374060768417408,0.0
2024-09-07 05:05:00,0.0,1.04e-320,-5.527543225763113,0.0
2024-09-07 05:10:00,0.0,1.04e-320,-6.410258034364804,0.0
2024-09-07 05:15:00,0.0,1.04e-320,-6.982573278976665,0.0
2024-09-07 05:20:00,0.0,1.04e-320,-7.204774899334712,0.0
2024-09-07 05:25:00,0.0,1.04e-320,-7.037325207317274,0.0
2024-09-07 05:30:00,0.0,1.04e-320,-6.441124633787936,0.0
2024-09-07 05:35:00,0.0,1.04e-320,-5.377774873138903,0.0
2024-09-07 05:40:00,0.0,1.04e-320,-3.8098415877307663,0.0
2024-09-07 05:45:00,0.0,1.04e-320,-1.701114811904862,0.0
2024-09-07 05:50:00,0.0,1.04e-320,0.9831347693873791,0.0
2024-09-07 05:55:00,0.0,1.04e-320,4.275905522865948,0.0
2024-09-07 06:00:00,0.0,1.04e-320,8.208222314549532,3.020411131111111
2024-09-07 06:05:00,0.0,1.04e-320,12.808903479233127,3.020411131111111
2024-09-07 06:10:00,0.0,1.04e-320,18.104338981221066,3.020411131111111
2024-09-07 06:15:00,0.0,1.04e-320,24.118281389304794,3.020411131111111
2024-09-07 06:20:00,0.0,1.04e-320,30.871651225450613,3.020411131111111
2024-09-07 06:25:00,0.0,1.04e-320,38.38235805474027,3.020411131111111
2024-09-07 06:30:00,0.0,1.04e-320,46.66513879455496,3.020411131111111
2024-09-07 06:35:00,0.0,1.04e-320,55.73141424934468,3.020411131111111
2024-09-07 06:40:00,0.0,1.04e-320,65.58916519343855,3.020411131111111
2024-09-07 06:45:00,0.0,1.04e-320,76.24282879622089,3.020411131111111
2024-09-07 06:50:00,0.0,1.04e-320,87.69321632543192,3.020411131111111
2024-09-07 06:55:00,0.0,1.04e-320,99.93745267331528,3.020411131111111
2024-09-07 07:00:00,0.0,1.04e-320,112.96893837992292,143.5489818873533
2024-09-07 07:05:00,0.0,1.04e-320,126.7773344127166,139.50203018436073
2024-09-07 07:10:00,0.0,1.04e-320,141.3485699317136,139.50203018436073
2024-09-07 07:15:00,0.0,1.04e-320,156.66487320497697,139.50203018436073
2024-09-07 07:20:00,0.0,1.04e-320,172.70482524634764,139.50203018436073
2024-09-07 07:25:00,0.0,1.04e-320,189.4434363720767,155.96562349392025
2024-09-07 07:30:00,0.0,1.04e-320,206.8522447684425,155.96562349392025
2024-09-07 07:35:00,69.5,1.04e-320,224.8994368523184,155.96562349392025
2024-09-07 07:40:00,69.75,1.04e-320,243.54998844125194,153.64056349169803
2024-09-07 07:45:00,69.83333588,1.04e-320,262.76582598110303,156.63180124082422
2024-09-07 07:50:00,75.19999695,1.04e-320,282.5060067799105,156.63180124082422
2024-09-07 07:55:00,71.96666718,1.04e-320,302.72691694787727,159.43556314268136
2024-09-07 08:00:00,72.23332977,1.04e-320,323.38248612723356,530.3825873476347
2024-09-07 08:05:00,135.6000061,1.04e-320,344.42441702566936,530.3825873476347
2024-09-07 08:10:00,189.6000061,1.04e-320,365.80242887571256,530.3825873476347
2024-09-07 08:15:00,252.8999939,1.04e-320,387.46451278762095,519.1679358174079
2024-09-07 08:20:00,249.9000092,1.04e-320,409.35719746511614,519.1679358174079
2024-09-07 08:25:00,249.0666504,1.04e-320,431.4258235791946,512.5980847786187
2024-09-07 08:30:00,288.2000122,1.04e-320,453.6148247976672,512.5980847786187
