Variable,Importancia
hora,0.4864216161501236
wind_direction_10m,0.3107080740478408
wind_speed_10m,0.06952627833823687
relative_humidity,0.041716166896603735
dia_semana,0.02469323380376144
dni,0.022149075873346837
gti,0.015927399660888648
air_temp,0.014620050346070654
ghi,0.008146446730284989
mes,0.0044783470996122504
es_fin_semana,0.0016133110532302742
power (kW),0.0
eToday (kWh),0.0
eTotal (kWh),0.0
