Modelo,RMSE_promedio,RMSE_std,MAE_promedio,MAE_std,R2_promedio,R2_std,MAPE_promedio,MAPE_std
ARIMA,989.4560301576412,13.046818569403143,597.191521585447,13.231261323309669,-0.5730979048614666,0.018409139165371277,100.0,0.0
Prophet,9449.13184187849,14643.082902811077,5824.730148502461,9103.398776252492,-375.944456038561,648.9473309238784,1644.3999439933984,2488.4530909193677
Random Forest,407.44155017541715,64.78561283954681,229.5417120853224,45.33412592600649,0.7281729687820007,0.09167367417768044,92.11788145855871,2.472137867823139
