fecha_hora,Real,ARIMA,Prophet,Random Forest
2024-06-25 00:00:00,0.0,-3.391469542093614e-148,-64.90467838238867,0.0
2024-06-25 00:05:00,0.0,-1.1059801242891216e-147,-71.60977359842343,0.0
2024-06-25 00:10:00,0.0,-1.1711449551002587e-147,-78.3197201290654,0.0
2024-06-25 00:15:00,0.0,-1.1370708569755279e-147,-84.99007503416087,0.0
2024-06-25 00:20:00,0.0,-1.0338066876134784e-147,-91.57754820134444,0.0
2024-06-25 00:25:00,0.0,-9.445530320410016e-148,-98.0404028565134,0.0
2024-06-25 00:30:00,0.0,-8.564425249835278e-148,-104.33883853193639,0.0
2024-06-25 00:35:00,0.0,-8.551398119125336e-148,-110.43535322866201,0.0
2024-06-25 00:40:00,0.0,-8.737152326479366e-148,-116.29508198068287,0.0
2024-06-25 00:45:00,0.0,-9.002257735230204e-148,-121.8861088947214,0.0
2024-06-25 00:50:00,0.0,-9.163530659615178e-148,-127.17975011648608,0.0
2024-06-25 00:55:00,0.0,-9.250339369819453e-148,-132.15080543204746,0.0
2024-06-25 01:00:00,0.0,-9.22071563816109e-148,-136.77777637255917,0.0
2024-06-25 01:05:00,0.0,-9.167651625020341e-148,-141.04304898568017,0.0
2024-06-25 01:10:00,0.0,-9.11774092377477e-148,-144.9330397836959,0.0
2024-06-25 01:15:00,0.0,-9.095510297611812e-148,-148.4383035868052,0.0
2024-06-25 01:20:00,0.0,-9.091788602236525e-148,-151.55360232322118,0.0
2024-06-25 01:25:00,0.0,-9.102711584234464e-148,-154.27793418914018,0.0
2024-06-25 01:30:00,0.0,-9.114151131586561e-148,-156.6145228337496,0.0
2024-06-25 01:35:00,0.0,-9.121882350432619e-148,-158.57076662648984,0.0
2024-06-25 01:40:00,0.0,-9.123858469855245e-148,-160.15814830309435,0.0
2024-06-25 01:45:00,0.0,-9.122617374305223e-148,-161.3921056863458,0.0
2024-06-25 01:50:00,0.0,-9.119944867824413e-148,-162.29186445965337,0.0
