Modelo,RMSE_promedio,RMSE_std,MAE_promedio,MAE_std,R2_promedio,R2_std,MAPE_promedio,MAPE_std
ARIMA,1004.5282095648157,60.44666811496746,610.8819229732035,59.22874348247622,-0.5869768679043373,0.06937137443535865,100.0,0.0
Prophet,558.7083335626612,189.18767246061506,328.6373215821585,128.2853665373214,0.4564264407494896,0.3427766869557478,109.74209145456163,35.54129560701446
Random Forest,359.5939496498104,61.691970366747626,188.75970238689598,51.006085444571056,0.7878193769631833,0.08425843365075619,91.04522431536805,25.3199701455549
